;massa_A;
38.321;-4.638E-2;7.597E-2
38.355;-3.541E-2;7.495E-2
38.388;-2.484E-2;7.394E-2
38.421;-1.475E-2;7.340E-2
38.455;-4.359E-3;7.288E-2
38.488;7.405E-3;7.272E-2
38.521;1.982E-2;7.227E-2
38.555;3.190E-2;7.237E-2
38.588;4.424E-2;7.237E-2
38.621;5.603E-2;7.244E-2
38.655;6.762E-2;7.301E-2
38.688;7.905E-2;7.424E-2
38.721;9.081E-2;7.439E-2
38.755;0.101;7.467E-2
38.788;0.110;7.527E-2
38.821;0.118;7.520E-2
38.855;0.125;7.567E-2
38.888;0.131;7.571E-2
38.921;0.137;7.567E-2
38.955;0.142;7.725E-2
38.988;0.145;7.782E-2
39.021;0.148;7.729E-2
39.055;0.150;7.789E-2
39.088;0.151;7.781E-2
39.121;0.151;7.721E-2
39.154;0.150;7.736E-2
39.188;0.148;7.817E-2
39.221;0.145;7.706E-2
39.254;0.142;7.646E-2
39.288;0.136;7.653E-2
39.321;0.130;7.602E-2
39.354;0.124;7.522E-2
39.388;0.116;7.465E-2
39.421;0.109;7.455E-2
39.454;0.101;7.504E-2
39.488;9.192E-2;7.455E-2
39.521;7.967E-2;7.276E-2
39.554;6.817E-2;7.313E-2
39.588;5.857E-2;7.310E-2
39.621;4.763E-2;7.192E-2
39.654;3.566E-2;7.207E-2
39.688;2.453E-2;7.273E-2
39.721;1.349E-2;7.260E-2
39.754;2.321E-3;7.235E-2
39.788;-8.136E-3;7.283E-2
39.821;-1.722E-2;7.391E-2
39.854;-2.591E-2;7.466E-2
39.888;-3.530E-2;7.467E-2
39.921;-4.493E-2;7.520E-2
39.954;-5.322E-2;7.751E-2
39.988;-6.015E-2;7.839E-2
40.021;-6.630E-2;7.725E-2
40.054;-7.179E-2;7.767E-2
40.088;-7.622E-2;7.902E-2
40.121;-7.981E-2;7.965E-2
40.154;-8.104E-2;7.982E-2
40.188;-8.168E-2;8.027E-2
40.221;-8.161E-2;8.020E-2
40.254;-7.886E-2;7.907E-2
40.288;-7.474E-2;7.846E-2
40.321;-7.040E-2;7.830E-2
40.354;-6.509E-2;7.798E-2
40.388;-5.892E-2;7.635E-2
40.421;-5.176E-2;7.583E-2
40.454;-4.382E-2;7.566E-2
40.487;-3.452E-2;7.495E-2
40.521;-2.580E-2;7.313E-2
40.554;-1.736E-2;7.254E-2
40.587;-8.153E-3;7.258E-2
40.621;1.244E-3;7.221E-2
40.654;1.220E-2;7.209E-2
40.687;2.209E-2;7.239E-2
40.721;3.177E-2;7.240E-2
40.754;4.173E-2;7.211E-2
40.787;5.220E-2;7.223E-2
40.821;6.239E-2;7.346E-2
40.854;7.169E-2;7.435E-2
40.887;8.104E-2;7.316E-2
40.921;8.970E-2;7.294E-2
40.954;9.748E-2;7.362E-2
40.987;0.104;7.456E-2
41.021;0.109;7.465E-2
41.054;0.114;7.521E-2
41.087;0.121;7.518E-2
41.121;0.124;7.502E-2
41.154;0.127;7.452E-2
41.187;0.128;7.521E-2
41.221;0.130;7.693E-2
41.254;0.130;7.707E-2
41.287;0.131;7.512E-2
41.321;0.130;7.505E-2
41.354;0.127;7.612E-2
41.387;0.122;7.531E-2
41.421;0.117;7.461E-2
41.454;0.113;7.477E-2
41.487;0.110;7.474E-2
41.520;0.104;7.431E-2
41.554;9.697E-2;7.454E-2
41.587;8.844E-2;7.465E-2
41.620;7.981E-2;7.331E-2
41.654;7.128E-2;7.259E-2
41.687;6.359E-2;7.285E-2
41.720;5.561E-2;7.325E-2
41.754;4.619E-2;7.262E-2
41.787;3.532E-2;7.165E-2
41.820;2.501E-2;7.210E-2
41.854;1.607E-2;7.263E-2
41.887;7.827E-3;7.260E-2
41.920;-2.395E-4;7.233E-2
41.954;-8.081E-3;7.274E-2
41.987;-1.590E-2;7.276E-2
42.020;-2.424E-2;7.273E-2
42.054;-3.295E-2;7.456E-2
42.087;-3.924E-2;7.547E-2
42.120;-4.465E-2;7.588E-2
42.154;-4.891E-2;7.512E-2
42.187;-5.324E-2;7.522E-2
42.220;-5.722E-2;7.721E-2
42.254;-6.137E-2;7.782E-2
42.287;-6.442E-2;7.680E-2
42.320;-6.598E-2;7.686E-2
42.354;-6.616E-2;7.714E-2
42.387;-6.624E-2;7.734E-2
42.420;-6.615E-2;7.778E-2
42.454;-6.563E-2;7.774E-2
42.487;-6.570E-2;7.732E-2
42.520;-6.341E-2;7.678E-2
42.553;-5.915E-2;7.693E-2
42.587;-5.470E-2;7.753E-2
42.620;-5.017E-2;7.753E-2
42.653;-4.548E-2;7.562E-2
42.687;-4.023E-2;7.438E-2
42.720;-3.445E-2;7.466E-2
42.753;-2.703E-2;7.474E-2
42.787;-1.891E-2;7.412E-2
42.820;-1.087E-2;7.344E-2
42.853;-3.174E-3;7.289E-2
42.887;3.758E-3;7.246E-2
42.920;1.164E-2;7.244E-2
42.953;2.014E-2;7.297E-2
42.987;2.800E-2;7.280E-2
43.020;3.654E-2;7.225E-2
43.053;4.664E-2;7.206E-2
43.087;5.536E-2;7.266E-2
43.120;6.208E-2;7.426E-2
43.153;6.845E-2;7.445E-2
43.187;7.530E-2;7.356E-2
43.220;8.331E-2;7.404E-2
43.253;9.024E-2;7.403E-2
43.287;9.573E-2;7.432E-2
43.320;9.960E-2;7.536E-2
43.353;0.103;7.577E-2
43.387;0.106;7.540E-2
43.420;0.108;7.477E-2
43.453;0.111;7.486E-2
43.486;0.113;7.550E-2
43.520;0.113;7.538E-2
43.553;0.113;7.523E-2
43.586;0.112;7.506E-2
43.620;0.111;7.513E-2
43.653;0.109;7.464E-2
43.686;0.107;7.485E-2
43.720;0.104;7.497E-2
43.753;9.981E-2;7.471E-2
43.786;9.474E-2;7.412E-2
43.820;8.756E-2;7.368E-2
43.853;8.185E-2;7.344E-2
43.886;7.629E-2;7.337E-2
43.920;7.012E-2;7.308E-2
43.953;6.354E-2;7.281E-2
43.986;5.565E-2;7.272E-2
44.020;4.693E-2;7.204E-2
44.053;3.866E-2;7.175E-2
44.086;3.083E-2;7.233E-2
44.120;2.477E-2;7.273E-2
44.153;1.794E-2;7.262E-2
44.186;9.875E-3;7.256E-2
44.220;1.067E-3;7.237E-2
44.253;-6.601E-3;7.266E-2
44.286;-1.148E-2;7.327E-2
44.320;-1.736E-2;7.309E-2
44.353;-2.222E-2;7.357E-2
44.386;-2.831E-2;7.360E-2
44.420;-3.531E-2;7.293E-2
44.453;-3.939E-2;7.370E-2
44.486;-4.261E-2;7.499E-2
44.519;-4.372E-2;7.507E-2
44.553;-4.499E-2;7.451E-2
44.586;-4.620E-2;7.478E-2
44.619;-4.804E-2;7.488E-2
44.653;-4.891E-2;7.533E-2
44.686;-4.778E-2;7.535E-2
44.719;-4.459E-2;7.481E-2
44.753;-4.091E-2;7.466E-2
44.786;-3.729E-2;7.407E-2
44.819;-3.451E-2;7.405E-2
44.853;-3.014E-2;7.443E-2
44.886;-2.549E-2;7.453E-2
44.919;-1.886E-2;7.294E-2
44.953;-1.220E-2;7.270E-2
44.986;-6.053E-3;7.263E-2
45.019;4.581E-4;7.256E-2
45.053;5.952E-3;7.246E-2
45.086;1.151E-2;7.238E-2
45.119;1.857E-2;7.235E-2
45.153;2.574E-2;7.240E-2
45.186;3.370E-2;7.271E-2
45.219;4.140E-2;7.228E-2
45.253;4.888E-2;7.232E-2
45.286;5.451E-2;7.273E-2
45.319;5.935E-2;7.269E-2
45.353;6.569E-2;7.353E-2
45.386;7.145E-2;7.449E-2
45.419;7.723E-2;7.313E-2
45.453;8.257E-2;7.245E-2
45.486;8.567E-2;7.310E-2
45.519;8.769E-2;7.357E-2
45.552;9.061E-2;7.337E-2
45.586;9.467E-2;7.386E-2
45.619;9.636E-2;7.344E-2
45.652;9.700E-2;7.321E-2
45.686;9.692E-2;7.318E-2
45.719;9.505E-2;7.361E-2
45.752;9.184E-2;7.284E-2
45.786;8.884E-2;7.236E-2
45.819;8.640E-2;7.214E-2
45.852;8.399E-2;7.231E-2
45.886;7.858E-2;7.312E-2
45.919;7.380E-2;7.254E-2
45.952;6.812E-2;7.206E-2
45.986;6.325E-2;7.224E-2
46.019;5.855E-2;7.221E-2
46.052;5.317E-2;7.230E-2
46.086;4.725E-2;7.222E-2
46.119;3.939E-2;7.184E-2
46.152;3.211E-2;7.202E-2
46.186;2.659E-2;7.255E-2
46.219;2.070E-2;7.259E-2
46.252;1.500E-2;7.254E-2
46.286;8.899E-3;7.244E-2
46.319;2.511E-3;7.238E-2
46.352;-2.979E-3;7.249E-2
46.386;-7.254E-3;7.340E-2
46.419;-1.197E-2;7.322E-2
46.452;-1.646E-2;7.298E-2
46.486;-2.024E-2;7.283E-2
46.519;-2.451E-2;7.287E-2
46.552;-2.805E-2;7.338E-2
46.585;-3.123E-2;7.404E-2
46.619;-3.321E-2;7.426E-2
46.652;-3.464E-2;7.408E-2
46.685;-3.558E-2;7.438E-2
46.719;-3.543E-2;7.456E-2
46.752;-3.571E-2;7.480E-2
46.785;-3.540E-2;7.487E-2
46.819;-3.338E-2;7.440E-2
46.852;-3.024E-2;7.397E-2
46.885;-2.701E-2;7.481E-2
46.919;-2.451E-2;7.484E-2
46.952;-2.100E-2;7.441E-2
46.985;-1.758E-2;7.389E-2
47.019;-1.298E-2;7.390E-2
47.052;-7.938E-3;7.397E-2
47.085;-2.826E-3;7.415E-2
47.119;2.469E-3;7.378E-2
47.152;7.450E-3;7.328E-2
47.185;1.244E-2;7.300E-2
47.219;1.854E-2;7.294E-2
47.252;2.370E-2;7.291E-2
47.285;2.968E-2;7.280E-2
47.319;3.593E-2;7.258E-2
47.352;4.126E-2;7.221E-2
47.385;4.754E-2;7.268E-2
47.419;5.180E-2;7.263E-2
47.452;5.739E-2;7.271E-2
47.485;6.143E-2;7.328E-2
47.518;6.617E-2;7.309E-2
47.552;6.940E-2;7.297E-2
47.585;7.295E-2;7.342E-2
47.618;7.449E-2;7.312E-2
47.652;7.643E-2;7.257E-2
47.685;7.893E-2;7.258E-2
47.718;8.149E-2;7.263E-2
47.752;8.333E-2;7.271E-2
47.785;8.456E-2;7.275E-2
47.818;8.507E-2;7.271E-2
47.852;8.551E-2;7.274E-2
47.885;8.577E-2;7.269E-2
47.918;8.597E-2;7.267E-2
47.952;8.605E-2;7.265E-2
47.985;8.549E-2;7.266E-2
48.018;8.258E-2;7.261E-2
48.052;7.989E-2;7.257E-2
48.085;7.727E-2;7.257E-2
48.118;7.650E-2;7.265E-2
48.152;7.410E-2;7.270E-2
48.185;7.115E-2;7.272E-2
48.218;6.840E-2;7.268E-2
48.252;6.521E-2;7.254E-2
48.285;6.136E-2;7.261E-2
48.318;5.830E-2;7.219E-2
48.352;5.360E-2;7.223E-2
48.385;4.946E-2;7.212E-2
48.418;4.320E-2;7.213E-2
48.452;3.793E-2;7.224E-2
48.485;3.228E-2;7.235E-2
48.518;2.786E-2;7.240E-2
48.551;2.253E-2;7.243E-2
48.585;1.811E-2;7.247E-2
48.618;1.257E-2;7.243E-2
48.651;8.156E-3;7.244E-2
48.685;3.139E-3;7.246E-2
48.718;-5.735E-4;7.253E-2
48.751;-4.186E-3;7.257E-2
48.785;-7.353E-3;7.299E-2
48.818;-9.805E-3;7.297E-2
48.851;-1.319E-2;7.290E-2
48.885;-1.494E-2;7.290E-2
48.918;-1.618E-2;7.286E-2
48.951;-1.752E-2;7.278E-2
48.985;-1.779E-2;7.274E-2
49.018;-1.883E-2;7.289E-2
49.051;-1.965E-2;7.281E-2
49.085;-2.021E-2;7.277E-2
49.118;-2.017E-2;7.274E-2
49.151;-2.006E-2;7.270E-2
49.185;-1.998E-2;7.271E-2
49.218;-1.938E-2;7.267E-2
49.251;-1.850E-2;7.267E-2
49.285;-1.751E-2;7.257E-2
49.318;-1.527E-2;7.251E-2
49.351;-1.334E-2;7.252E-2
49.385;-9.988E-3;7.216E-2
49.418;-7.137E-3;7.224E-2
49.451;-4.178E-3;7.232E-2
49.484;-5.297E-4;7.235E-2
49.518;2.689E-3;7.232E-2
49.551;6.904E-3;7.198E-2
49.584;1.190E-2;7.212E-2
49.618;1.556E-2;7.235E-2
49.651;1.999E-2;7.236E-2
49.684;2.408E-2;7.239E-2
49.718;2.872E-2;7.239E-2
49.751;3.258E-2;7.243E-2
49.784;3.742E-2;7.245E-2
49.818;4.167E-2;7.246E-2
49.851;4.713E-2;7.246E-2
49.884;5.024E-2;7.249E-2
49.918;5.443E-2;7.251E-2
49.951;5.746E-2;7.255E-2
49.984;5.964E-2;7.302E-2
50.018;6.088E-2;7.289E-2
50.051;6.301E-2;7.283E-2
50.084;6.307E-2;7.279E-2
50.118;6.317E-2;7.274E-2
50.151;6.285E-2;7.275E-2
50.184;6.266E-2;7.272E-2
50.218;6.163E-2;7.272E-2
50.251;5.941E-2;7.270E-2
50.284;5.755E-2;7.259E-2
50.318;5.439E-2;7.252E-2
50.351;5.013E-2;7.241E-2
50.384;4.698E-2;7.234E-2
50.418;4.227E-2;7.205E-2
50.451;3.828E-2;7.218E-2
50.484;3.443E-2;7.231E-2
50.517;3.018E-2;7.235E-2
50.551;2.647E-2;7.237E-2
50.584;2.265E-2;7.251E-2
50.617;1.928E-2;7.253E-2
50.651;1.569E-2;7.251E-2
50.684;1.200E-2;7.254E-2
50.717;9.074E-3;7.252E-2
50.751;5.471E-3;7.252E-2
50.784;2.156E-3;7.254E-2
50.817;-1.783E-4;7.253E-2
50.851;-2.579E-3;7.299E-2
50.884;-4.413E-3;7.288E-2
50.917;-5.592E-3;7.276E-2
50.951;-6.159E-3;7.274E-2
50.984;-7.010E-3;7.269E-2
51.017;-7.487E-3;7.265E-2
51.051;-7.422E-3;7.264E-2
51.084;-6.876E-3;7.263E-2
51.117;-5.097E-3;7.261E-2
51.151;-2.579E-3;7.253E-2
51.184;-9.524E-5;7.254E-2
51.217;2.379E-3;7.251E-2
51.251;4.797E-3;7.217E-2
51.284;8.457E-3;7.226E-2
51.317;1.199E-2;7.234E-2
51.351;1.511E-2;7.240E-2
51.384;1.882E-2;7.245E-2
51.417;2.154E-2;7.248E-2
51.451;2.449E-2;7.246E-2
51.484;2.827E-2;7.247E-2
51.517;3.059E-2;7.249E-2
51.550;3.418E-2;7.251E-2
51.584;3.791E-2;7.249E-2
51.617;4.025E-2;7.251E-2
51.650;4.392E-2;7.251E-2
51.684;4.771E-2;7.249E-2
51.717;4.991E-2;7.254E-2
51.750;5.231E-2;7.256E-2
51.784;5.351E-2;7.273E-2
51.817;5.488E-2;7.267E-2
51.850;5.483E-2;7.266E-2
51.884;5.537E-2;7.263E-2
51.917;5.460E-2;7.262E-2
51.950;5.275E-2;7.260E-2
51.984;4.957E-2;7.236E-2
52.017;4.762E-2;7.237E-2
52.050;4.390E-2;7.236E-2
52.084;4.036E-2;7.237E-2
52.117;3.770E-2;7.241E-2
52.150;3.460E-2;7.242E-2
52.184;3.160E-2;7.243E-2
52.217;2.888E-2;7.244E-2
52.250;2.699E-2;7.248E-2
52.284;2.461E-2;7.249E-2
52.317;2.219E-2;7.249E-2
52.350;2.043E-2;7.253E-2
52.384;1.785E-2;7.253E-2
52.417;1.525E-2;7.251E-2
52.450;1.226E-2;7.251E-2
52.483;1.042E-2;7.251E-2
52.517;7.861E-3;7.249E-2
52.550;5.295E-3;7.252E-2
52.583;3.363E-3;7.251E-2
52.617;2.036E-3;7.252E-2
52.650;9.424E-4;7.252E-2
52.683;2.107E-4;7.253E-2
52.717;2.071E-4;7.253E-2
52.750;2.086E-4;7.256E-2
52.783;2.166E-4;7.255E-2
52.817;7.765E-4;7.255E-2
52.850;2.045E-3;7.257E-2
52.883;3.914E-3;7.253E-2
52.917;6.117E-3;7.250E-2
52.950;8.981E-3;7.254E-2
52.983;1.113E-2;7.249E-2
53.017;1.274E-2;7.253E-2
53.050;1.462E-2;7.254E-2
53.083;1.715E-2;7.254E-2
53.117;1.895E-2;7.252E-2
53.150;2.046E-2;7.251E-2
53.183;2.222E-2;7.254E-2
53.217;2.388E-2;7.252E-2
53.250;2.589E-2;7.253E-2
53.283;2.736E-2;7.251E-2
53.317;2.867E-2;7.249E-2
53.350;3.077E-2;7.251E-2
53.383;3.300E-2;7.250E-2
53.417;3.534E-2;7.251E-2
53.450;3.768E-2;7.249E-2
53.483;3.896E-2;7.248E-2
53.516;4.170E-2;7.247E-2
53.550;4.428E-2;7.247E-2
53.583;4.617E-2;7.249E-2
53.616;4.814E-2;7.249E-2
53.650;4.855E-2;7.249E-2
53.683;4.883E-2;7.254E-2
53.716;4.911E-2;7.253E-2
53.750;4.921E-2;7.253E-2
53.783;4.926E-2;7.252E-2
53.816;4.798E-2;7.252E-2
53.850;4.528E-2;7.252E-2
53.883;4.267E-2;7.251E-2
53.916;4.023E-2;7.250E-2
53.950;3.832E-2;7.248E-2
53.983;3.699E-2;7.247E-2
54.016;3.511E-2;7.249E-2
54.050;3.385E-2;7.249E-2
54.083;3.217E-2;7.249E-2
54.116;3.163E-2;7.252E-2
54.150;3.050E-2;7.250E-2
54.183;2.977E-2;7.251E-2
54.216;2.932E-2;7.251E-2
54.250;2.923E-2;7.255E-2
54.283;2.870E-2;7.254E-2
54.316;2.877E-2;7.253E-2
54.350;2.848E-2;7.253E-2
54.383;2.815E-2;7.253E-2
54.416;2.794E-2;7.252E-2
54.450;2.781E-2;7.252E-2
54.483;2.771E-2;7.253E-2
54.516;2.824E-2;7.253E-2
54.549;2.806E-2;7.253E-2
54.583;2.856E-2;7.255E-2
54.616;2.899E-2;7.254E-2
54.649;2.979E-2;7.254E-2
54.683;3.100E-2;7.254E-2
54.716;3.205E-2;7.253E-2
54.749;3.457E-2;7.253E-2
54.783;3.580E-2;7.253E-2
54.816;3.773E-2;7.253E-2
54.849;3.877E-2;7.249E-2
54.883;4.089E-2;7.251E-2
54.916;4.191E-2;7.250E-2
54.949;4.389E-2;7.249E-2
54.983;4.525E-2;7.250E-2
55.016;4.577E-2;7.250E-2
55.049;4.623E-2;7.249E-2
55.083;4.654E-2;7.251E-2
55.116;4.667E-2;7.250E-2
55.149;4.678E-2;7.250E-2
55.183;4.542E-2;7.251E-2
55.216;4.274E-2;7.249E-2
55.249;4.163E-2;7.246E-2
55.283;3.930E-2;7.248E-2
55.316;3.881E-2;7.244E-2
